AUS,Australia,Upper,32.6309,31.6632,30.8721,30.0855,29.2851,28.4955,27.7981,27.1295,26.5059,25.9246,25.3319,24.7587,24.1758,23.6369,23.1655,22.7834,22.5378,22.3927,22.3064,22.1713,21.8689,21.3995,20.6974,19.8209,18.7845,17.6538,16.5563,15.5349,14.6443,13.9000,13.2856,12.8002,12.4089,12.0925,11.8102,11.5023,11.1856,10.8085,10.3807,9.9045,9.3657,8.8288,8.3125,7.8477,7.4622,7.1456,6.9090,6.7192,6.5707,6.4395,6.3065,6.1981,6.1042,6.0244,5.9426,5.8338,5.6991,5.5254,5.3240,5.1010,4.8644,4.6332,4.4086,4.2150,4.0655,3.9601,3.8975,3.8620,3.8498,3.8559,3.8852,3.9371
AUT,Austria,Lower,80.5755,72.0857,64.6163,58.9449,54.9445,52.3820,50.4343,48.7039,46.7999,44.5255,41.9888,39.3390,37.0928,35.1509,33.4509,32.0682,30.8157,29.8421,29.0940,28.6165,28.4353,28.1139,27.4705,26.3260,24.6346,22.6021,20.5288,18.9259,17.6994,16.7112,15.9065,15.1526,14.4475,13.7274,13.0064,12.2987,11.5608,10.8547,10.2015,9.6640,9.2628,8.8250,8.3194,7.7433,7.1486,6.5941,6.1142,5.7695,5.5439,5.3976,5.3057,5.2242,5.1323,5.0155,4.8713,4.7159,4.5587,4.4520,4.3661,4.2724,4.1630,4.0279,3.8821,3.7361,3.6074,3.5170,3.4521,3.4222,3.4124,3.4071,3.3724,3.2911
AUT,Austria,Median,83.4543,73.7851,66.1193,60.3045,56.2180,53.5002,51.5218,49.7399,47.8071,45.5044,42.8508,40.2081,37.8808,35.9029,34.2018,32.7386,31.4975,30.4850,29.7270,29.2657,29.0253,28.7331,28.0749,26.9139,25.1806,23.0655,21.0159,19.3558,18.0902,17.0811,16.2436,15.4892,14.7674,14.0498,13.3243,12.5965,11.8702,11.1493,10.4906,9.9484,9.5115,9.0800,8.5616,7.9736,7.3701,6.8039,6.3331,5.9870,5.7545,5.6027,5.5058,5.4240,5.3305,5.2099,5.0604,4.8976,4.7459,4.6334,4.5438,4.4506,4.3363,4.1994,4.0466,3.8971,3.7673,3.6707,3.6055,3.5706,3.5621,3.5828,3.6230,3.6576
AUT,Austria,Upper,86.4752,75.5165,67.6100,61.7049,57.5196,54.6290,52.6690,50.8336,48.8464,46.5302,43.7436,41.1093,38.7078,36.6809,34.9687,33.4276,32.1968,31.1333,30.3730,29.9187,29.6373,29.3639,28.7014,27.5354,25.7708,23.5485,21.4974,19.7982,18.4785,17.4583,16.5834,15.8506,15.1087,14.3844,13.6601,12.9059,12.1848,11.4435,10.7736,10.2282,9.7706,9.3514,8.8229,8.2190,7.6018,7.0195,6.5474,6.1960,5.9581,5.8105,5.7095,5.6394,5.5352,5.4110,5.2622,5.0877,4.9413,4.8192,4.7303,4.6373,4.5167,4.3823,4.2222,4.0576,3.9245,3.8240,3.7593,3.7227,3.7210,3.7743,3.8973,4.0716
AZE,Azerbaijan,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.3600,92.7506,92.0675,90.7688,89.4813,88.2106,87.1912,86.4974,86.1134,86.3897,86.9026,87.3131,86.8181,85.4722,83.2840,80.0555,76.1235,71.3900,66.2884,61.1609,56.2993,51.8409,48.0112,44.5509,41.4487,38.6357,35.9479,33.3194,30.7269,28.4435,26.1227,23.9381,21.8731,19.7435,17.6974,15.9124,14.3879,13.1193,12.0217,11.0290
AZE,Azerbaijan,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0138,107.2195,104.6582,102.2245,100.1385,98.2446,96.7461,95.7010,95.2987,95.5380,95.8924,95.9780,95.5029,94.2313,91.9489,88.7098,84.5829,79.7239,74.5890,69.4168,64.4593,59.8493,55.7256,52.0165,48.6761,45.5941,42.6806,39.9276,37.3120,34.8262,32.5054,30.3236,28.2574,26.2975,24.4804,22.8852,21.5453,20.4208,19.4278,18.5862
AZE,Azerbaijan,Upper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.5615,124.3040,119.1559,115.3164,112.1213,109.2554,106.9621,105.5161,105.1396,105.2650,105.4910,105.4808,105.0897,103.9005,101.5806,98.3452,94.1440,89.0674,83.6817,78.2670,73.1407,68.4930,64.1497,60.2492,56.8169,53.7089,50.8072,47.9524,45.4169,42.8700,40.6484,38.3521,36.5762,35.1108,34.0627,33.2190,32.6712,32.3015,31.8955,31.5943
BHS,Bahamas,Lower,,,,,,,,,,,,,,,,,,,25.6235,26.8650,27.9551,28.7694,29.4015,29.7160,29.8433,29.7866,29.5513,29.2040,28.7752,28.3522,27.9390,27.5806,27.2680,27.0090,26.8109,26.5265,26.0654,25.3386,24.3998,23.3806,22.3160,21.2825,20.2797,19.3140,18.3819,17.4962,16.7220,16.0629,15.5818,15.3528,15.3277,15.4408,15.6249,15.8194,15.9311,15.9313,15.7904,15.5399,15.2121,14.8499,14.4613,14.0763,13.7512,13.4400,13.2144,13.0023,12.7996,12.6165,12.3976,21.0935,11.7211,11.2873
BHS,Bahamas,Median,,,,,,,,,,,,,,,,,,,29.3643,29.9155,30.4245,30.8965,31.2717,31.5141,31.5833,31.4706,31.2103,30.8321,30.3677,29.8926,29.4196,28.9836,28.6250,28.3498,28.1244,27.8199,27.3243,26.5815,25.6384,24.5775,23.4838,22.3971,21.3524,20.3510,19.3916,18.4976,17.6989,17.0415,16.5797,16.3403,16.2995,16.4054,16.5972,16.7908,16.9108,16.9167,16.7935,16.5346,16.1957,15.8249,15.4431,15.0632,14.7180,14.4090,14.1490,13.9343,13.7598,13.6290,13.5297,23.4198,13.3216,13.1591
BHS,Bahamas,Upper,,,,,,,,,,,,,,,,,,,33.7219,33.3902,33.2204,33.1535,33.2613,33.4087,33.4259,33.2736,32.9835,32.5641,32.0486,31.4935,30.9542,30.4809,30.1258,29.7771,29.4960,29.1792,28.6749,27.8817,26.9164,25.8342,24.6911,23.5789,22.4941,21.4507,20.4626,19.5369,18.7278,18.0707,17.6115,17.3829,17.3507,17.4675,17.6562,17.8528,17.9526,17.9501,17.8249,17.5721,17.2271,16.8086,16.4237,16.0502,15.7101,15.4098,15.1567,14.9495,14.7963,14.7205,14.7209,25.8877,15.1140,15.3631
